2025-06-01 14:43:42 Line: 11, : Request start: ::1
2025-06-01 16:37:18 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 16:37:18 Line: 71, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 16:38:22 Line: 11, : Request start: ::1
2025-06-01 16:38:22 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:38:22 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:38:45 Line: 11, : Request start: ::1
2025-06-01 16:38:45 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:38:45 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:41:43 Line: 11, : Request start: ::1
2025-06-01 16:41:43 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:41:44 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:42:06 Line: 11, : Request start: ::1
2025-06-01 16:42:06 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:42:06 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:43:59 Line: 11, : Request start: ::1
2025-06-01 16:44:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:44:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:44:59 Line: 11, : Request start: ::1
2025-06-01 16:45:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:45:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:46:17 Line: 11, : Request start: ::1
2025-06-01 16:46:17 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:46:18 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:46:29 Line: 11, : Request start: ::1
2025-06-01 16:46:29 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:46:29 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:48:01 Line: 11, : Request start: ::1
2025-06-01 16:48:01 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:48:01 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:48:01 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: A_OLEJ
2025-06-01 16:48:02 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 16:48:02 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 16:48:48 Line: 11, : Request start: ::1
2025-06-01 16:48:48 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:48:48 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:48:48 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: A_OLEJ
2025-06-01 16:48:48 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 16:48:49 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 16:50:43 Line: 11, : Request start: ::1
2025-06-01 16:50:43 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:50:43 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:50:43 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: A_OLEJ
2025-06-01 16:50:44 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 16:50:44 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 16:51:03 Line: 11, : Request start: ::1
2025-06-01 16:51:03 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:51:04 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:51:04 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: A_OLEJ
2025-06-01 16:51:04 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 16:51:04 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 16:52:53 Line: 11, : Request start: ::1
2025-06-01 16:52:54 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:52:54 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:52:54 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: A_OLEJ
2025-06-01 16:52:55 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 16:52:55 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 16:54:28 Line: 11, : Request start: ::1
2025-06-01 16:54:28 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:54:28 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 2
2025-06-01 16:54:28 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: A_OLEJ
2025-06-01 16:55:25 Line: 11, : Request start: ::1
2025-06-01 16:55:25 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 16:55:26 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 26
2025-06-01 17:02:08 Line: 11, : Request start: ::1
2025-06-01 17:02:08 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:02:08 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 26
2025-06-01 17:02:23 Line: 11, : Request start: ::1
2025-06-01 17:02:23 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:02:23 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:02:24 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:02:24 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 16/2025
2025-06-01 17:02:25 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:02:35 Line: 11, : Request start: ::1
2025-06-01 17:02:35 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:02:35 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 26
2025-06-01 17:03:34 Line: 11, : Request start: ::1
2025-06-01 17:03:34 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:03:34 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:03:34 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:03:34 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:03:34 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:03:36 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 17/2025
2025-06-01 17:03:36 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:04:16 Line: 11, : Request start: ::1
2025-06-01 17:04:16 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:04:16 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:04:16 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:04:16 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:04:16 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:04:18 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 18/2025
2025-06-01 17:04:18 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:05:12 Line: 11, : Request start: ::1
2025-06-01 17:05:12 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:05:12 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:05:13 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:05:13 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:05:13 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:05:14 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 19/2025
2025-06-01 17:05:14 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:06:00 Line: 11, : Request start: ::1
2025-06-01 17:06:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:06:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:06:00 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:06:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:06:00 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:06:01 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 20/2025
2025-06-01 17:06:01 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:06:13 Line: 11, : Request start: ::1
2025-06-01 17:06:13 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:06:13 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:06:14 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:06:14 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:06:14 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:06:15 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 21/2025
2025-06-01 17:06:15 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:07:06 Line: 11, : Request start: ::1
2025-06-01 17:07:06 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:07:06 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:07:06 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:07:08 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 22/2025
2025-06-01 17:07:08 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:09:05 Line: 11, : Request start: ::1
2025-06-01 17:09:05 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:09:05 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:09:05 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:09:05 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:09:05 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:09:07 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 23/2025
2025-06-01 17:09:07 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:09:58 Line: 11, : Request start: ::1
2025-06-01 17:09:58 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:09:58 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:09:58 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:09:58 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:09:59 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:10:00 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 24/2025
2025-06-01 17:10:00 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:10:32 Line: 11, : Request start: ::1
2025-06-01 17:10:32 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:10:32 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:10:32 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:10:32 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:10:32 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:10:34 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 25/2025
2025-06-01 17:10:34 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:10:53 Line: 11, : Request start: ::1
2025-06-01 17:10:53 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:10:53 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:10:53 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:10:53 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:10:53 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:10:54 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 26/2025
2025-06-01 17:10:54 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:11:56 Line: 11, : Request start: ::1
2025-06-01 17:11:56 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:11:56 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 39
2025-06-01 17:11:56 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OPKKR
2025-06-01 17:11:56 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:11:56 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:11:58 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 27/2025
2025-06-01 17:11:58 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:13:05 Line: 11, : Request start: ::1
2025-06-01 17:13:05 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:13:05 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:13:05 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:13:05 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:13:05 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:13:06 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 28/2025
2025-06-01 17:13:06 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:14:07 Line: 11, : Request start: ::1
2025-06-01 17:14:07 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:14:07 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:14:07 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:14:08 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:14:08 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:14:09 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 29/2025
2025-06-01 17:14:09 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:14:42 Line: 11, : Request start: ::1
2025-06-01 17:14:42 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:14:42 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:14:42 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:14:43 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:14:43 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:14:43 Line: 301, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: PA 29/2025
2025-06-01 17:14:43 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:17:39 Line: 11, : Request start: ::1
2025-06-01 17:17:39 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:18:27 Line: 11, : Request start: ::1
2025-06-01 17:18:28 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:20:00 Line: 11, : Request start: ::1
2025-06-01 17:20:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:20:00 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:21:28 Line: 11, : Request start: ::1
2025-06-01 17:21:28 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:21:28 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:21:28 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:21:28 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:21:29 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:21:29 Line: 306, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 30/2025
2025-06-01 17:21:29 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:21:37 Line: 11, : Request start: ::1
2025-06-01 17:21:37 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 101
2025-06-01 17:21:37 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:21:37 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:21:37 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:21:37 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:21:38 Line: 306, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: PA 30/2025
2025-06-01 17:21:38 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:32:29 Line: 11, : Request start: ::1
2025-06-01 17:32:30 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:32:30 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:32:30 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:32:30 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:32:31 Line: 305, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: PA 31/2025
2025-06-01 17:32:31 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:37:31 Line: 11, : Request start: ::1
2025-06-01 17:38:24 Line: 11, : Request start: ::1
2025-06-01 17:42:09 Line: 11, : Request start: ::1
2025-06-01 17:43:52 Line: 11, : Request start: ::1
2025-06-01 17:44:06 Line: 11, : Request start: ::1
2025-06-01 17:44:35 Line: 11, : Request start: ::1
2025-06-01 17:46:44 Line: 11, : Request start: ::1
2025-06-01 17:47:20 Line: 11, : Request start: ::1
2025-06-01 17:49:40 Line: 11, : Request start: ::1
2025-06-01 17:50:31 Line: 11, : Request start: ::1
2025-06-01 17:50:52 Line: 11, : Request start: ::1
2025-06-01 17:51:32 Line: 11, : Request start: ::1
2025-06-01 17:51:58 Line: 11, : Request start: ::1
2025-06-01 17:51:59 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:51:59 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:51:59 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:51:59 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:52:00 Line: 311, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 31/2025
2025-06-01 17:52:00 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 17:53:25 Line: 11, : Request start: ::1
2025-06-01 17:53:26 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 17:53:26 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 17:53:26 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 17:53:26 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 17:55:37 Line: 11, : Request start: ::1
2025-06-01 17:58:54 Line: 11, : Request start: ::1
2025-06-01 17:59:13 Line: 11, : Request start: ::1
2025-06-01 18:01:43 Line: 11, : Request start: ::1
2025-06-01 18:02:04 Line: 11, : Request start: ::1
2025-06-01 18:02:04 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 18:02:04 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 18:02:05 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 18:02:05 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 18:02:06 Line: 313, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 32/2025
2025-06-01 18:02:06 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 18:03:26 Line: 11, : Request start: ::1
2025-06-01 18:03:27 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 18:03:27 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 18:03:27 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 18:03:27 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 18:07:18 Line: 11, : Request start: ::1
2025-06-01 18:07:19 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 18:07:19 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 18:07:19 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
2025-06-01 18:07:19 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DOSTAWA123
2025-06-01 18:07:20 Line: 313, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: FS 33/2025
2025-06-01 18:07:20 Line: 95, APISubiektGT\SubiektGT\order->add: Request finish: ::1
2025-06-01 18:08:03 Line: 11, : Request start: ::1
2025-06-01 18:08:04 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4
2025-06-01 18:08:04 Line: 73, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: BANAW200
2025-06-01 18:08:04 Line: 90, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 60
